ID,Category,Type,Difficulty,Question / Statement,Created By,번역,한국인_적합도,분류_이유,출제_추천
8115,Entertainment: Video Games,True / False,Easy,"In the Fallout: New Vegas add-on Lonesome Road, Ulysses wields a flag pole named The Liberator.",TotallyNotCelly,Fallout: New Vegas 추가 콘텐츠 Lonesome Road에서 Ulysses는 The Liberator라는 깃대를 휘두릅니다.,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
8114,Entertainment: Video Games,Multiple Choice,Medium,"In the Fallout: New Vegas add-on Honest Hearts, what is the name of Joshua Graham's personal .45 pistol?",TotallyNotCelly,Fallout: New Vegas 추가 콘텐츠 Honest Hearts에서 Joshua Graham의 개인용.45 권총 이름은 무엇인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
8112,Sports,Multiple Choice,Medium,Which player has scored the most goals in the England Premier League (EPL)?,Londo61,잉글랜드 프리미어 리그(EPL)에서 가장 많은 골을 넣은 선수는 누구인가요?,전문/마니아,특정 종목의 선수·구단·경기 기록을 알아야 풀 수 있습니다.,조건부
8110,Sports,Multiple Choice,Medium,Who has played the most tournaments in the German national soccer team?,Londo61,독일 축구 국가대표팀에서 가장 많은 토너먼트에 출전한 사람은 누구인가요?,전문/마니아,특정 종목의 선수·구단·경기 기록을 알아야 풀 수 있습니다.,조건부
8109,Sports,Multiple Choice,Medium,Who has played the most tournaments on the Brazilian national soccer team?,Londo61,브라질 축구 국가대표팀에서 가장 많은 토너먼트에 출전한 사람은 누구인가요?,전문/마니아,특정 종목의 선수·구단·경기 기록을 알아야 풀 수 있습니다.,조건부
8108,Sports,Multiple Choice,Hard,Which of these NHL players have never won a Hart Trophy for Regular Season MVP?,kamui97,다음 NHL 선수 중 정규 시즌 MVP로 Hart 트로피를 받은 적이 없는 선수는 누구인가요?,전문/마니아,특정 종목의 선수·구단·경기 기록을 알아야 풀 수 있습니다.,비추천
8107,Sports,Multiple Choice,Medium,Which of these NHL teams have never moved since their inception?,kamui97,다음 NHL 팀 중 창단 이후 한 번도 이사한 적이 없는 팀은 어디인가요?,전문/마니아,특정 종목의 선수·구단·경기 기록을 알아야 풀 수 있습니다.,조건부
8106,Sports,Multiple Choice,Medium,Which of these jersey numbers has Shaquille O'Neal never worn?,kamui97,다음 중 샤킬 오닐이 한 번도 착용한 적이 없는 등번호는 무엇인가요?,전문/마니아,특정 종목의 선수·구단·경기 기록을 알아야 풀 수 있습니다.,조건부
8105,Sports,Multiple Choice,Easy,Which of these teams has Jaromir Jagr not played for?,kamui97,다음 중 Jaromir Jagr이 뛰지 않은 팀은 어디인가요?,전문/마니아,특정 종목의 선수·구단·경기 기록을 알아야 풀 수 있습니다.,조건부
8104,Sports,Multiple Choice,Easy,Which of these NHL teams originally played in Atlanta?,kamui97,다음 NHL 팀 중 원래 애틀랜타에서 뛰었던 팀은 어디인가요?,전문/마니아,특정 종목의 선수·구단·경기 기록을 알아야 풀 수 있습니다.,조건부
8100,General Knowledge,Multiple Choice,Medium,Which mountain has the highest peak in Australia?,SkyZero96,호주에서 가장 높은 산이 있는 산은 어디인가요?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8099,General Knowledge,Multiple Choice,Medium,Which mountain has the highest peak in Africa?,SkyZero96,아프리카에서 가장 높은 봉우리를 갖고 있는 산은 어느 것입니까?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8098,General Knowledge,Multiple Choice,Medium,Which mountain has the highest peak in South America?,SkyZero96,남아메리카에서 가장 높은 봉우리를 갖고 있는 산은 어느 것입니까?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8097,General Knowledge,Multiple Choice,Medium,Which mountain has the highest peak in Europe?,SkyZero96,유럽에서 가장 높은 봉우리를 갖고 있는 산은 어느 것입니까?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8096,General Knowledge,Multiple Choice,Medium,Which mountain has the highest peak in North America?,SkyZero96,북미에서 가장 높은 봉우리를 갖고 있는 산은 어느 것입니까?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8095,General Knowledge,Multiple Choice,Medium,"What are the tallest twin buildings in the world, with a height of 1,483 ft (451.9 m)?",SkyZero96,"높이가 451.9m(1,483피트)인 세계에서 가장 높은 쌍둥이 건물은 무엇인가요?",일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8094,General Knowledge,Multiple Choice,Medium,"Out of these four buildings, which one is the tallest, with a height of 1,250 ft (381 m)?",SkyZero96,"이 네 개의 건물 중 높이가 381m(1,250피트)로 가장 높은 건물은 무엇인가요?",일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8093,General Knowledge,Multiple Choice,Medium,"Out of these four buildings, which one is the tallest, with a height of 1,483 ft (451.9 m)?",SkyZero96,"이 네 개의 건물 중 높이가 451.9m(1,483피트)로 가장 높은 건물은 무엇인가요?",일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8092,General Knowledge,Multiple Choice,Medium,"Out of these four buildings, which one is the tallest, with a height of 2,717 ft (828 m)?",SkyZero96,"이 네 개의 건물 중 높이가 828m(2,717피트)로 가장 높은 건물은 무엇인가요?",일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8091,General Knowledge,Multiple Choice,Medium,"Out of these four buildings, which one is the tallest, with a height of 1,776 ft (541.3 m)?",SkyZero96,"이 네 개의 건물 중 높이가 541.3m(1,776피트)로 가장 높은 건물은 무엇인가요?",일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8086,Entertainment: Video Games,Multiple Choice,Medium,"In the ""Neptunia"" series which nation does Neptune rule over?",MirrorWised,"""넵튜니아"" 시리즈에서 넵튠은 어느 나라를 통치하나요?",전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
8082,Entertainment: Video Games,True / False,Medium,"In the canon ""Neptunia"" games, Neptune is always the main protagonist.",MirrorWised,"캐논 ""Neptunia"" 게임에서는 Neptune이 항상 주요 주인공입니다.",전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
8079,Entertainment: Music,Multiple Choice,Medium,Which of these is NOT a song featured on Green Day's 21st Century Breakdown album?,GonerBomber,다음 중 Green Day의 21st Century Breakdown 앨범에 수록된 노래가 아닌 것은 무엇인가요?,전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,조건부
8078,Entertainment: Video Games,True / False,Easy,Ryuji Sakamoto is a character from Final Fantasy.,GonerBomber,사카모토 류지(Ryuji Sakamoto)는 파이널 판타지의 등장인물이다.,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
8076,Entertainment: Video Games,Multiple Choice,Hard,"In the game ""Sonic the Hedgehog (1991)"" how many chaos emeralds could you collect?",MirrorWised,"""소닉 더 헤지혹(1991)"" 게임에서 얼마나 많은 카오스 에메랄드를 수집할 수 있나요?",전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,비추천
8074,Entertainment: Video Games,Multiple Choice,Hard,"In the game ""Super Hang-On"" which is the top speed WITH the use of turbo?",MirrorWised,터보를 사용하면 최고 속도를 낼 수 있는 게임 '슈퍼 행온(Super Hang-On)'은?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,비추천
8072,Science: Computers,Multiple Choice,Hard,What is the maximum value of a 32-bit signed binary integer?,Conjo,32비트 부호 있는 이진 정수의 최대값은 얼마입니까?,전문/마니아,컴퓨터 구조·소프트웨어에 관한 기술 지식이 필요한 문제입니다.,비추천
8069,Geography,Multiple Choice,Hard,In what part of Wales will you find the village Llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch?,Druss,웨일즈의 어느 지역에서 Llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch 마을을 찾을 수 있나요?,해외특화,특정 외국의 지방 행정구역에 관한 현지 중심 지식입니다.,비추천
8067,Entertainment: Video Games,Multiple Choice,Easy,"In Spyro the Dragon, what is Spyro's dragonfly friend called?",Albzi,스파이로 더 드래곤(Spyro the Dragon)에서 스파이로의 잠자리 친구는 무엇이라고 불리나요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
8066,Entertainment: Video Games,Multiple Choice,Medium,Which video game company developed the 2019 game Rage 2?,SkyZero96,2019년 게임 Rage 2를 개발한 비디오 게임 회사는 어디인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
8065,Entertainment: Video Games,Multiple Choice,Hard,"In the book & video game Metro 2033, which Moscow Metro station is the main character Artyom's home station?",SkyZero96,도서 및 비디오 게임 Metro 2033에서 주인공 Artyom의 고향인 모스크바 지하철 역은 어디인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,비추천
8064,General Knowledge,Multiple Choice,Medium,"What is the largest rapid transit system in the world by number of stations, with 472 stations in operation?",SkyZero96,"472개의 역이 운영되고 있으며, 역 수 기준으로 세계 최대 규모의 고속철도 시스템은 무엇인가요?",일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8063,Geography,Multiple Choice,Easy,"Which European city is known as the ""City of Light""?",SkyZero96,"""빛의 도시""로 알려진 유럽 도시는 어디인가요?",일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
8062,Geography,Multiple Choice,Easy,"Which US state is also known as the ""Lone Star State""?",SkyZero96,"""론스타 주(Lone Star State)""라고도 알려진 미국의 주는 어디인가요?",해외특화,특정 외국의 지방 행정구역에 관한 현지 중심 지식입니다.,조건부
8059,Entertainment: Film,Multiple Choice,Easy,"Who is the main antagonist of Christopher Nolan's 2012 film ""The Dark Knight Rises""?",ITheWarden,크리스토퍼 놀란 감독의 2012년 영화 '다크 나이트 라이즈'의 주요 적대자는 누구인가요?,전문/마니아,특정 영화·방송 작품의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
8057,Entertainment: Video Games,Multiple Choice,Medium,What is the name of the province you explore in Runescape?,Broadcastinq,Runescape에서 탐험하는 지방의 이름은 무엇인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
8054,Entertainment: Video Games,Multiple Choice,Medium,"How many Mudokons are rescuable in ""Oddworld: New 'N' Tasty""?",Raszner,"""Oddworld: New 'N' Tasty""에서 얼마나 많은 Mudokon을 구출할 수 있나요?",전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
8053,Entertainment: Video Games,Multiple Choice,Hard,"In Rainbow 6 Siege, what is Ela and Zofia's last name?",Raszner,Rainbow 6 Siege에서 Ela와 Zofia의 성은 무엇인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,비추천
8052,Entertainment: Video Games,Multiple Choice,Hard,"In Rainbow 6 Siege, what is Mozzie's real name?",Raszner,Rainbow 6 Siege에서 Mozzie의 진짜 이름은 무엇인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,비추천
8051,Entertainment: Video Games,Multiple Choice,Medium,What country is Sean Matsuda from in Street Fighter?,Raszner,스트리트 파이터의 마츠다 숀은 어느 나라 출신인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
8050,Entertainment: Video Games,Multiple Choice,Easy,"In the Street Fighter franchise, what's Ken's surname?",Raszner,Street Fighter 프랜차이즈에서 Ken의 성은 무엇인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
8048,Entertainment: Video Games,Multiple Choice,Hard,When was Minecraft 1.0 released?,SkyZero96,마인크래프트 1.0은 언제 출시됐나요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,비추천
8047,Entertainment: Film,Multiple Choice,Medium,"What American actor directed and co-starred alongside Emily Blunt in 2018's horror film ""A Quiet Place""?",SkyZero96,"2018년 공포 영화 ""콰이어트 플레이스""에서 에밀리 블런트와 함께 감독하고 공동 주연을 맡은 미국 배우는 누구인가요?",전문/마니아,특정 영화·방송 작품의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
8046,Science: Computers,Multiple Choice,Medium,What was the name of the image that features as the default background wallpaper for Windows XP?,SkyZero96,Windows XP의 기본 배경 화면으로 사용되는 이미지의 이름은 무엇인가요?,전문/마니아,컴퓨터 구조·소프트웨어에 관한 기술 지식이 필요한 문제입니다.,조건부
8045,Science: Computers,Multiple Choice,Easy,The Windows OS was delevoped by which company?,SkyZero96,Windows OS는 어느 회사에서 개발되었습니까?,일반,디지털 기기와 인터넷 사용에서 접할 수 있는 기초 컴퓨터 상식입니다.,추천
8044,Entertainment: Video Games,Multiple Choice,Medium,In what year did Microsoft release the original Xbox console in North America?,SkyZero96,Microsoft는 몇 년도에 북미 지역에 최초의 Xbox 콘솔을 출시했습니까?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
8043,Entertainment: Music,Multiple Choice,Medium,"Which music artist made the songs ""Heart"", ""It's a Sin"", and ""West End Girls""?",SkyZero96,"""Heart"", ""It's a Sin"", ""West End Girls""를 만든 음악가는 누구인가요?",전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,조건부
8042,Geography,Multiple Choice,Medium,What is the state capital of South Dakota?,SkyZero96,사우스다코타의 주도는 무엇인가요?,해외특화,특정 외국의 지방 행정구역에 관한 현지 중심 지식입니다.,비추천
8041,Entertainment: Film,Multiple Choice,Medium,Which of these movies is NOT considered to be part of the Marvel Cinematic Universe?,SkyZero96,다음 중 Marvel Cinematic Universe의 일부로 간주되지 않는 영화는 무엇인가요?,일반,한국에서도 널리 알려진 작품에 관한 대중문화 상식입니다.,조건부
8040,General Knowledge,Multiple Choice,Hard,What is the longest bridge in the world?,SkyZero96,세계에서 가장 긴 다리는 무엇인가요?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,조건부
8038,Entertainment: Video Games,Multiple Choice,Medium,"In Minecraft, which of these ingredients is needed to brew a Potion of Water Breathing?",SkyZero96,Minecraft에서 수중 호흡 물약을 만드는 데 필요한 재료는 무엇인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
8037,Entertainment: Video Games,True / False,Easy,"In 2019, Minecraft outsold Tetris to become the world's best-selling video game.",SkyZero96,2019년에는 Minecraft가 Tetris를 제치고 세계에서 가장 많이 팔린 비디오 게임이 되었습니다.,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
8036,Entertainment: Music,Multiple Choice,Hard,"Which of the music artists did NOT perform in the Live Aid concert in Wembley Stadium, London in 1985?",SkyZero96,1985년 런던 웸블리 스타디움에서 열린 라이브 에이드 콘서트에서 공연하지 않은 음악가는 누구인가요?,전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,비추천
8035,General Knowledge,Multiple Choice,Easy,"The word ""dozen"" usually refers to a group of how many objects?",SkyZero96,"""다스""라는 단어는 일반적으로 몇 개의 개체로 구성된 그룹을 의미합니까?",일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8034,History,Multiple Choice,Easy,In which war did the atomic bombings of Hiroshima and Nagasaki occur?,SkyZero96,히로시마와 나가사키에 원자폭탄이 떨어진 전쟁은 어느 전쟁이었습니까?,일반,세계사 교육이나 일반 교양으로 접할 수 있는 역사 문제입니다.,추천
8033,History,Multiple Choice,Medium,What was the name of the first permanent English settlement in America?,SkyZero96,미국 최초의 영구 영국 정착지의 이름은 무엇인가요?,일반,세계사 교육이나 일반 교양으로 접할 수 있는 역사 문제입니다.,추천
8032,History,Multiple Choice,Easy,"The RMS Titanic sunk during her maiden voyage from Southampton, England to which American city?",SkyZero96,RMS 타이타닉호가 영국 사우샘프턴에서 미국 도시로 처녀 항해를 하다가 침몰했습니다. 어느 도시일까요?,일반,세계사 교육이나 일반 교양으로 접할 수 있는 역사 문제입니다.,추천
8029,Entertainment: Video Games,Multiple Choice,Easy,"In ""Phantasy Star Online 2"", which is the first area that you are granted access to?",Wind,'판타지스타 온라인 2'에서 가장 먼저 입장 권한이 부여된 지역은 어디인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
8022,Entertainment: Japanese Anime & Manga,Multiple Choice,Medium,My Hero Academia's main character Midoriya goes by what superhero name?,Wind,나의 히어로 아카데미아의 주인공 미도리야의 슈퍼 히어로 이름은 무엇인가요?,전문/마니아,특정 애니메이션·만화의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
8021,Entertainment: Japanese Anime & Manga,Multiple Choice,Easy,"What anime studio was in charge of the hit anime ""Made in Abyss""?",Wind,"히트 애니메이션 ""Made in Abyss""를 담당한 애니메이션 스튜디오는 어디인가요?",전문/마니아,특정 애니메이션·만화의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
8015,General Knowledge,Multiple Choice,Medium,"Which famed architect, who died in 2019 aged 102, designed the glass pyramid at the Louvre museum in Paris?",Octo,2019년 102세의 나이로 세상을 떠난 유명 건축가 중 파리 루브르 박물관의 유리 피라미드를 디자인한 사람은 누구일까요?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8014,Entertainment: Video Games,Multiple Choice,Medium,"In Minecraft, what types of sound files are required for custom SFX to work in resource packs?",Conjo,Minecraft에서 사용자 정의 SFX가 리소스 팩에서 작동하려면 어떤 유형의 사운드 파일이 필요합니까?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
8011,General Knowledge,Multiple Choice,Easy,What do sailors call the back of a boat?,SkyZero96,선원들은 배의 뒤쪽을 무엇이라고 부르나요?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8010,General Knowledge,Multiple Choice,Easy,What do sailors call the front of a boat?,SkyZero96,선원들은 배의 앞부분을 무엇이라고 부릅니까?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8009,General Knowledge,Multiple Choice,Easy,What do sailors call the right side of a boat?,SkyZero96,선원들은 배의 오른쪽을 무엇이라고 부릅니까?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8008,General Knowledge,Multiple Choice,Easy,What do sailors call the left side of a boat?,SkyZero96,선원들은 배의 왼쪽 부분을 무엇이라고 부릅니까?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8007,Entertainment: Film,Multiple Choice,Medium,"Which DC superhero was NOT included in the 2017 movie ""Justice League""?",SkyZero96,"2017년 영화 ""저스티스 리그""에 포함되지 않은 DC ​​슈퍼히어로는 누구인가요?",전문/마니아,특정 영화·방송 작품의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
8006,Politics,Multiple Choice,Hard,Which nation joined NATO as its 29th member in 2017?,SkyZero96,2017년에 NATO에 29번째 회원국으로 가입한 국가는 어디인가요?,일반,국제 뉴스나 사회 교육에서 접할 수 있는 정치 상식입니다.,조건부
8005,Entertainment: Film,Multiple Choice,Easy,"Who directed the 2017 movie ""The Shape of Water""?",SkyZero96,2017년 영화 '셰이프 오브 워터'의 감독은 누구인가요?,전문/마니아,특정 영화·방송 작품의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
8004,Geography,Multiple Choice,Medium,The Gambia is a nation found on which continent?,SkyZero96,감비아는 어느 대륙에 있는 국가입니까?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
8003,General Knowledge,Multiple Choice,Medium,"What English word means to ""think deeply""?",SkyZero96,"""깊이 생각하다""를 의미하는 영어 단어는 무엇인가요?",일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8002,General Knowledge,True / False,Easy,Studies suggest that approximately 40% of the world population is left-handed.,SkyZero96,연구에 따르면 세계 인구의 약 40%가 왼손잡이인 것으로 나타났습니다.,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8001,Science & Nature,Multiple Choice,Easy,What produces the green colour of most plant leaves?,SkyZero96,대부분의 식물 잎이 녹색을 띠는 것은 무엇인가요?,일반,한국의 과학 교육과정이나 보편적인 자연과학 상식입니다.,추천
8000,General Knowledge,Multiple Choice,Easy,"""A3"", ""B1"", and ""Legal"" are typical names of sizes for what object?",SkyZero96,"""A3"", ""B1"" 및 ""Legal""은 어떤 물체의 일반적인 크기 이름입니까?",일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
7999,Entertainment: Board Games,Multiple Choice,Medium,"What type is ""Magic Drain"" in Yugioh! Trading Card Game?",loyendayo,유희왕의 '매직드레인'은 어떤 종류인가요! 트레이딩 카드 게임?,전문/마니아,특정 보드게임의 규칙이나 구성요소를 알아야 풀 수 있습니다.,조건부
7998,Entertainment: Japanese Anime & Manga,Multiple Choice,Easy,"In ""One Piece,"" what color is Tony Tony Chopper's nose?",loyendayo,원피스'에서 토니 토니 쵸퍼의 코는 무슨 색인가요?,전문/마니아,특정 애니메이션·만화의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
7996,Entertainment: Books,Multiple Choice,Easy,"This play is generally considered to be the most adaptable of Shakespeare’s works, and follows two “star-crossed lovers”.",IhrFrauen,"셰익스피어 작품 중 가장 많이 각색되었으며, 비극적인 운명에 놓인 두 연인의 이야기를 다룬 희곡은 무엇인가요?",일반,한국에서도 널리 알려진 고전 작품에 관한 문학 상식입니다.,추천
7995,Geography,Multiple Choice,Easy,Which area of Eastern Europe is famous for its association with vampires?,IhrFrauen,뱀파이어와 관련된 것으로 유명한 동유럽 지역은 어디인가요?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
7994,Entertainment: Cartoon & Animations,Multiple Choice,Hard,"What was the release date of the first episode of ""The Powerpuff Girls""?",Emerik1995,"""파워퍼프걸"" 첫 번째 에피소드의 출시일은 언제였나요?",전문/마니아,특정 애니메이션·만화의 인물이나 세부 내용을 알아야 풀 수 있습니다.,비추천
7990,Entertainment: Video Games,True / False,Medium,"The first PlayStation console was released in the USA on December 3rd, 1994.",Emerik1995,최초의 PlayStation 콘솔은 1994년 12월 3일 미국에서 출시되었습니다.,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7988,Science & Nature,True / False,Easy,The Earth and the Moon roughly have the same mass.,SkyZero96,지구와 달은 대략 같은 질량을 가지고 있습니다.,일반,한국의 과학 교육과정이나 보편적인 자연과학 상식입니다.,추천
7987,Science & Nature,True / False,Easy,The shape of the Earth is a perfect sphere.,SkyZero96,지구의 모양은 완벽한 구형이다.,일반,한국의 과학 교육과정이나 보편적인 자연과학 상식입니다.,추천
7986,Science & Nature,True / False,Easy,All planets in the Solar System orbit the Sun.,SkyZero96,태양계의 모든 행성은 태양 주위를 공전합니다.,일반,한국의 과학 교육과정이나 보편적인 자연과학 상식입니다.,추천
7985,Science & Nature,True / False,Easy,The Sun is considered a star.,SkyZero96,태양은 별로 간주됩니다.,일반,한국의 과학 교육과정이나 보편적인 자연과학 상식입니다.,추천
7984,General Knowledge,Multiple Choice,Easy,Which of the three astronauts of the Apollo 11 spaceflight did NOT walk on the moon?,SkyZero96,아폴로 11호 우주 비행사 3명 중 달 위를 걷지 않은 사람은 누구인가요?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
7983,General Knowledge,Multiple Choice,Easy,What is the shortest month of the year?,SkyZero96,일년 중 가장 짧은 달은 무엇인가요?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
7982,General Knowledge,Multiple Choice,Easy,Which country developed the AK-47 assault rifle?,SkyZero96,AK-47 돌격소총을 개발한 나라는 어디일까요?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
7981,General Knowledge,Multiple Choice,Easy,What technology is named after a tenth-century ruler of Denmark and Norway?,SkyZero96,10세기 덴마크와 노르웨이 통치자의 이름을 딴 기술은 무엇인가요?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
7980,Entertainment: Video Games,Multiple Choice,Easy,What company developed the Xbox line of video game consoles?,SkyZero96,Xbox 비디오 게임 콘솔 제품군을 개발한 회사는 어디인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7979,Entertainment: Film,Multiple Choice,Easy,Which of these actors have NOT played Spiderman in the movies?,SkyZero96,다음 배우 중 영화에서 스파이더맨 역을 맡아본 적이 없는 사람은 누구인가요?,일반,한국에서도 널리 알려진 작품에 관한 대중문화 상식입니다.,조건부
7978,Sports,Multiple Choice,Medium,Which of these English football clubs is based in Liverpool?,SkyZero96,다음 중 리버풀을 연고로 하는 영국 축구 클럽은 어디인가요?,전문/마니아,특정 종목의 선수·구단·경기 기록을 알아야 풀 수 있습니다.,조건부
7976,General Knowledge,Multiple Choice,Easy,Which of the following nations was NOT a belligerent in World War I?,IhrFrauen,다음 중 제1차 세계 대전에 참전하지 않은 국가는 어디인가요?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,조건부
7974,Vehicles,Multiple Choice,Easy,How many wheels does a unicycle have?,FreeWillin,외발자전거에는 바퀴가 몇 개 있나요?,일반,한국에서도 접할 수 있는 자동차와 교통수단 상식입니다.,추천
7972,Science: Mathematics,Multiple Choice,Hard,Which of these did mathematician Leonhard Euler NOT develop?,LevelUpMax,다음 중 수학자 레온하르트 오일러가 개발하지 않은 것은 무엇인가요?,전문/마니아,고급 수학 개념이나 수학사 지식이 필요한 문제입니다.,비추천
7970,Science: Mathematics,Multiple Choice,Medium,"In a normal distribution, 95% of the data lies within how many standard deviations of the mean?",LevelUpMax,정규분포에서 데이터의 95%는 평균의 표준편차 범위 내에 있습니다?,일반,한국의 학교 수학이나 기초 수학 상식으로 접할 수 있습니다.,추천
7969,Science: Mathematics,Multiple Choice,Medium,Which of these probability distributions is NOT discrete?,LevelUpMax,다음 확률 분포 중 이산형이 아닌 것은 무엇인가요?,전문/마니아,고급 수학 개념이나 수학사 지식이 필요한 문제입니다.,조건부
7968,History,Multiple Choice,Medium,Where was Portuguese explorer Ferdinand Magellan killed in 1521?,SkyZero96,1521년 포르투갈 탐험가 페르디난드 마젤란이 살해된 곳은 어디인가요?,일반,세계사 교육이나 일반 교양으로 접할 수 있는 역사 문제입니다.,추천
7967,History,Multiple Choice,Medium,What was the name of the national hero of the Philippines who inspired and lead the Philippine Revolution against colonial Spain?,SkyZero96,식민지 스페인에 맞서 필리핀 혁명을 일으키고 이끈 필리핀의 국가적 영웅의 이름은 무엇인가요?,일반,세계사 교육이나 일반 교양으로 접할 수 있는 역사 문제입니다.,추천
7966,Entertainment: Music,Multiple Choice,Medium,What is the real name of American rapper Pitbull?,SkyZero96,미국 래퍼 핏불(Pitbull)의 진짜 이름은 무엇인가요?,전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,조건부
